Entry No;Booking date;Ledger account;Amount;Posted by;Narration
b_326;06/02/2023;Cost of merchandise, 19% input tax;80.3;David;Wheelbarrow
b_326;06/02/2023;Deductible input tax, 19%;15.26;David;Wheelbarrow
b_326;06/02/2023;Trade payables;-95.56;David;Wheelbarrow
b_401;06/02/2023;Trade payables;222.29;Alice;Lawn Mower
b_401;06/02/2023;Cash-in-hand;-222.29;Alice;Lawn Mower
b_504;06/02/2023;Trade payables;77.23;Alice;Leaf Blower
b_504;06/02/2023;Cash-in-hand;-77.23;Alice;Leaf Blower
c_360;06/02/2023;Bank (Postbank) — main account;33.18;Bob;Shovel
c_360;06/02/2023;Trade receivables;-33.18;Bob;Shovel
f_207;06/02/2023;Trade payables;60.33;Max;Shovel
f_207;06/02/2023;Bank (Postbank) — main account;-60.33;Max;Shovel
f_256;06/02/2023;Trade payables;869.65;Bob;Hedge Trimmer
f_256;06/02/2023;Bank (Postbank) — main account;-869.65;Bob;Hedge Trimmer
h_158;06/02/2023;Bank (Postbank) — main account;382.31;Charlie;Leaf Blower
h_158;06/02/2023;Trade receivables;-382.31;Charlie;Leaf Blower
h_197;06/02/2023;Bank (Postbank) — main account;366.78;Fred;Lawn Mower
h_197;06/02/2023;Trade receivables;-366.78;Fred;Lawn Mower
h_20;06/02/2023;Trade receivables;9.76;Fred;Gardening Gloves
h_20;06/02/2023;Revenue, 19% VAT;-8.2;Fred;Gardening Gloves
h_20;06/02/2023;VAT payable, 19%;-1.56;Fred;Gardening Gloves
h_88;06/02/2023;Trade receivables;177.31;Bob;Garden Shears
h_88;06/02/2023;Revenue, 19% VAT;-149.0;Bob;Garden Shears
h_88;06/02/2023;VAT payable, 19%;-28.31;Bob;Garden Shears
x_42;06/02/2023;Gas, electricity, water;1613.49;Alice;Utilities February
x_42;06/02/2023;Deductible input tax, 19%;306.56;Alice;Utilities February
x_42;06/02/2023;Bank (Postbank) — main account;-1920.05;Alice;Utilities February
a_615;07/02/2023;Trade payables;42.98;Bob;Garden Shears
a_615;07/02/2023;Bank (Postbank) — main account;-42.98;Bob;Garden Shears
a_984;07/02/2023;Trade payables;7.38;Max;Gardening Gloves
a_984;07/02/2023;Bank (Postbank) — main account;-7.38;Max;Gardening Gloves
b_155;07/02/2023;Cost of merchandise, 19% input tax;20.0;Alice;Garden Hose
b_155;07/02/2023;Deductible input tax, 19%;3.8;Alice;Garden Hose
b_155;07/02/2023;Trade payables;-23.8;Alice;Garden Hose
b_357;07/02/2023;Cost of merchandise, 19% input tax;10.0;Max;Watering Can
b_357;07/02/2023;Deductible input tax, 19%;1.9;Max;Watering Can
b_357;07/02/2023;Trade payables;-11.9;Max;Watering Can
b_555;07/02/2023;Trade payables;23.8;Alice;Garden Hose
b_555;07/02/2023;Cash-in-hand;-23.8;Alice;Garden Hose
c_209;07/02/2023;Trade receivables;597.86;Bob;Hedge Trimmer
c_209;07/02/2023;Revenue, 19% VAT;-502.4;Bob;Hedge Trimmer
c_209;07/02/2023;VAT payable, 19%;-95.46;Bob;Hedge Trimmer
c_559;07/02/2023;Bank (Postbank) — main account;597.86;Bob;Hedge Trimmer
c_559;07/02/2023;Trade receivables;-597.86;Bob;Hedge Trimmer
c_624;07/02/2023;Bank (Postbank) — main account;788.32;Alice;Wheelbarrow
c_624;07/02/2023;Trade receivables;-788.32;Alice;Wheelbarrow
f_44;07/02/2023;Cost of merchandise, 19% input tax;2428.4;Bob;Lawn Mower
f_44;07/02/2023;Deductible input tax, 19%;461.4;Bob;Lawn Mower
f_44;07/02/2023;Trade payables;-2889.8;Bob;Lawn Mower
g_169;07/02/2023;Trade payables;357.0;Charlie;Garden Hose
g_169;07/02/2023;Cash-in-hand;-357.0;Charlie;Garden Hose
h_188;07/02/2023;Bank (Postbank) — main account;177.31;Bob;Garden Shears
h_188;07/02/2023;Trade receivables;-177.31;Bob;Garden Shears
x_43;07/02/2023;Cleaning;568.08;Alice;Cleaning February
x_43;07/02/2023;Deductible input tax, 19%;107.94;Alice;Cleaning February
x_43;07/02/2023;Bank (Postbank) — main account;-676.02;Alice;Cleaning February
a_269;08/02/2023;Cost of merchandise, 19% input tax;270.4;Alice;Shovel
a_269;08/02/2023;Deductible input tax, 19%;51.38;Alice;Shovel
a_269;08/02/2023;Trade payables;-321.78;Alice;Shovel
a_342;08/02/2023;Cost of merchandise, 19% input tax;20.0;Bob;Watering Can
a_342;08/02/2023;Deductible input tax, 19%;3.8;Bob;Watering Can
a_342;08/02/2023;Trade payables;-23.8;Bob;Watering Can
a_444;08/02/2023;Cost of merchandise, 19% input tax;129.8;David;Leaf Blower
a_444;08/02/2023;Deductible input tax, 19%;24.66;David;Leaf Blower
a_444;08/02/2023;Trade payables;-154.46;David;Leaf Blower
a_481;08/02/2023;Cost of merchandise, 19% input tax;3736.0;Bob;Lawn Mower
a_481;08/02/2023;Deductible input tax, 19%;709.84;Bob;Lawn Mower
a_481;08/02/2023;Trade payables;-4445.84;Bob;Lawn Mower
a_568;08/02/2023;Trade payables;166.6;Max;Watering Can
a_568;08/02/2023;Bank (Postbank) — main account;-166.6;Max;Watering Can
b_529;08/02/2023;Trade payables;77.23;Alice;Leaf Blower
b_529;08/02/2023;Cash-in-hand;-77.23;Alice;Leaf Blower
b_604;08/02/2023;Trade payables;1.48;Bob;Gardening Gloves
b_604;08/02/2023;Cash-in-hand;-1.48;Bob;Gardening Gloves
b_726;08/02/2023;Trade payables;95.56;David;Wheelbarrow
b_726;08/02/2023;Cash-in-hand;-95.56;David;Wheelbarrow
b_92;08/02/2023;Cost of merchandise, 19% input tax;16.9;Bob;Shovel
b_92;08/02/2023;Deductible input tax, 19%;3.21;Bob;Shovel
b_92;08/02/2023;Trade payables;-20.11;Bob;Shovel
c_500;08/02/2023;Bank (Postbank) — main account;39.27;Bob;Garden Hose
c_500;08/02/2023;Trade receivables;-39.27;Bob;Garden Hose
c_523;08/02/2023;Bank (Postbank) — main account;2.44;David;Gardening Gloves
c_523;08/02/2023;Trade receivables;-2.44;David;Gardening Gloves
g_13;08/02/2023;Cost of merchandise, 19% input tax;1.24;Bob;Gardening Gloves
g_13;08/02/2023;Deductible input tax, 19%;0.24;Bob;Gardening Gloves
g_13;08/02/2023;Trade payables;-1.48;Bob;Gardening Gloves
g_16;08/02/2023;Cost of merchandise, 19% input tax;180.0;Fred;Garden Hose
g_16;08/02/2023;Deductible input tax, 19%;34.2;Fred;Garden Hose
g_16;08/02/2023;Trade payables;-214.2;Fred;Garden Hose
g_192;08/02/2023;Trade payables;57.33;Charlie;Rake
g_192;08/02/2023;Cash-in-hand;-57.33;Charlie;Rake
g_212;08/02/2023;Trade payables;1815.58;Fred;Wheelbarrow
g_212;08/02/2023;Cash-in-hand;-1815.58;Fred;Wheelbarrow
g_238;08/02/2023;Trade payables;1051.13;Max;Wheelbarrow
g_238;08/02/2023;Cash-in-hand;-1051.13;Max;Wheelbarrow
g_58;08/02/2023;Cost of merchandise, 19% input tax;519.2;Bob;Leaf Blower
g_58;08/02/2023;Deductible input tax, 19%;98.65;Bob;Leaf Blower
g_58;08/02/2023;Trade payables;-617.85;Bob;Leaf Blower
g_97;08/02/2023;Cost of merchandise, 19% input tax;361.2;Bob;Garden Shears
g_97;08/02/2023;Deductible input tax, 19%;68.63;Bob;Garden Shears
g_97;08/02/2023;Trade payables;-429.83;Bob;Garden Shears
h_162;08/02/2023;Bank (Postbank) — main account;478.28;Max;Hedge Trimmer
h_162;08/02/2023;Trade receivables;-478.28;Max;Hedge Trimmer
h_97;08/02/2023;Trade receivables;366.78;Fred;Lawn Mower
h_97;08/02/2023;Revenue, 19% VAT;-308.22;Fred;Lawn Mower
h_97;08/02/2023;VAT payable, 19%;-58.56;Fred;Lawn Mower
b_184;09/02/2023;Cost of merchandise, 19% input tax;64.9;Bob;Leaf Blower
b_184;09/02/2023;Deductible input tax, 19%;12.33;Bob;Leaf Blower
b_184;09/02/2023;Trade payables;-77.23;Bob;Leaf Blower
b_507;09/02/2023;Trade payables;72.47;Alice;Hedge Trimmer
b_507;09/02/2023;Cash-in-hand;-72.47;Alice;Hedge Trimmer
b_664;09/02/2023;Trade payables;222.29;Alice;Lawn Mower
b_664;09/02/2023;Cash-in-hand;-222.29;Alice;Lawn Mower
c_128;09/02/2023;Trade receivables;127.44;Bob;Leaf Blower
c_128;09/02/2023;Revenue, 19% VAT;-107.09;Bob;Leaf Blower
c_128;09/02/2023;VAT payable, 19%;-20.35;Bob;Leaf Blower
c_9;09/02/2023;Trade receivables;366.78;Max;Lawn Mower
c_9;09/02/2023;Revenue, 19% VAT;-308.22;Max;Lawn Mower
c_9;09/02/2023;VAT payable, 19%;-58.56;Max;Lawn Mower
f_130;09/02/2023;Cost of merchandise, 19% input tax;747.2;Charlie;Lawn Mower
f_130;09/02/2023;Deductible input tax, 19%;141.97;Charlie;Lawn Mower
f_130;09/02/2023;Trade payables;-889.17;Charlie;Lawn Mower
f_163;09/02/2023;Cost of merchandise, 19% input tax;162.54;Charlie;Garden Shears
f_163;09/02/2023;Deductible input tax, 19%;30.88;Charlie;Garden Shears
f_163;09/02/2023;Trade payables;-193.42;Charlie;Garden Shears
f_276;09/02/2023;Trade payables;507.3;Fred;Hedge Trimmer
f_276;09/02/2023;Bank (Postbank) — main account;-507.3;Fred;Hedge Trimmer
g_189;09/02/2023;Trade payables;20.66;Fred;Gardening Gloves
g_189;09/02/2023;Cash-in-hand;-20.66;Fred;Gardening Gloves
g_208;09/02/2023;Trade payables;617.85;Bob;Leaf Blower
g_208;09/02/2023;Cash-in-hand;-617.85;Bob;Leaf Blower
g_42;09/02/2023;Cost of merchandise, 19% input tax;48.18;Charlie;Rake
g_42;09/02/2023;Deductible input tax, 19%;9.15;Charlie;Rake
g_42;09/02/2023;Trade payables;-57.33;Charlie;Rake
h_58;09/02/2023;Trade receivables;382.31;Charlie;Leaf Blower
h_58;09/02/2023;Revenue, 19% VAT;-321.27;Charlie;Leaf Blower
h_58;09/02/2023;VAT payable, 19%;-61.04;Charlie;Leaf Blower
a_717;10/02/2023;Trade payables;77.23;Max;Leaf Blower
a_717;10/02/2023;Bank (Postbank) — main account;-77.23;Max;Leaf Blower
a_742;10/02/2023;Trade payables;382.23;Alice;Wheelbarrow
a_742;10/02/2023;Bank (Postbank) — main account;-382.23;Alice;Wheelbarrow
a_842;10/02/2023;Trade payables;23.8;Bob;Watering Can
a_842;10/02/2023;Bank (Postbank) — main account;-23.8;Bob;Watering Can
b_11;10/02/2023;Cost of merchandise, 19% input tax;60.9;Alice;Hedge Trimmer
b_11;10/02/2023;Deductible input tax, 19%;11.57;Alice;Hedge Trimmer
b_11;10/02/2023;Trade payables;-72.47;Alice;Hedge Trimmer
b_603;10/02/2023;Trade payables;222.29;Alice;Lawn Mower
b_603;10/02/2023;Cash-in-hand;-222.29;Alice;Lawn Mower
c_478;10/02/2023;Bank (Postbank) — main account;127.44;Bob;Leaf Blower
c_478;10/02/2023;Trade receivables;-127.44;Bob;Leaf Blower
f_345;10/02/2023;Trade payables;57.33;Bob;Rake
f_345;10/02/2023;Bank (Postbank) — main account;-57.33;Bob;Rake
g_251;10/02/2023;Trade payables;3556.67;Max;Lawn Mower
g_251;10/02/2023;Cash-in-hand;-3556.67;Max;Lawn Mower
x_27;10/02/2023;Salaries;317.08;Alice;Wage tax Max February
x_27;10/02/2023;Bank (Postbank) — main account;-317.08;Alice;Wage tax Max February
x_30;10/02/2023;Salaries;317.08;Alice;Wage tax Alice February
x_30;10/02/2023;Bank (Postbank) — main account;-317.08;Alice;Wage tax Alice February
x_33;10/02/2023;Salaries;317.08;Alice;Wage tax Bob February
x_33;10/02/2023;Bank (Postbank) — main account;-317.08;Alice;Wage tax Bob February
x_36;10/02/2023;Salaries;251.0;Alice;Wage tax Charlie February
x_36;10/02/2023;Bank (Postbank) — main account;-251.0;Alice;Wage tax Charlie February
x_39;10/02/2023;Salaries;251.0;Alice;Wage tax David February
x_39;10/02/2023;Bank (Postbank) — main account;-251.0;Alice;Wage tax David February
a_322;13/02/2023;Cost of merchandise, 19% input tax;240.0;Fred;Garden Hose
a_322;13/02/2023;Deductible input tax, 19%;45.6;Fred;Garden Hose
a_322;13/02/2023;Trade payables;-285.6;Fred;Garden Hose
a_701;13/02/2023;Trade payables;107.1;Bob;Watering Can
a_701;13/02/2023;Bank (Postbank) — main account;-107.1;Bob;Watering Can
a_948;13/02/2023;Trade payables;57.33;Bob;Rake
a_948;13/02/2023;Bank (Postbank) — main account;-57.33;Bob;Rake
c_202;13/02/2023;Trade receivables;12.2;Alice;Gardening Gloves
c_202;13/02/2023;Revenue, 19% VAT;-10.25;Alice;Gardening Gloves
c_202;13/02/2023;VAT payable, 19%;-1.95;Alice;Gardening Gloves
c_95;13/02/2023;Trade receivables;35.46;Max;Garden Shears
c_95;13/02/2023;Revenue, 19% VAT;-29.8;Max;Garden Shears
c_95;13/02/2023;VAT payable, 19%;-5.66;Max;Garden Shears
f_216;13/02/2023;Trade payables;4445.84;Max;Lawn Mower
f_216;13/02/2023;Bank (Postbank) — main account;-4445.84;Max;Lawn Mower
f_363;13/02/2023;Trade payables;193.42;Charlie;Garden Shears
f_363;13/02/2023;Bank (Postbank) — main account;-193.42;Charlie;Garden Shears
g_95;13/02/2023;Cost of merchandise, 19% input tax;200.0;Charlie;Garden Hose
g_95;13/02/2023;Deductible input tax, 19%;38.0;Charlie;Garden Hose
g_95;13/02/2023;Trade payables;-238.0;Charlie;Garden Hose
x_44;13/02/2023;Maintenance of operating premises;900.0;Alice;Maintenance February
x_44;13/02/2023;Deductible input tax, 19%;171.0;Alice;Maintenance February
x_44;13/02/2023;Bank (Postbank) — main account;-1071.0;Alice;Maintenance February
a_169;14/02/2023;Cost of merchandise, 19% input tax;200.0;Bob;Watering Can
a_169;14/02/2023;Deductible input tax, 19%;38.0;Bob;Watering Can
a_169;14/02/2023;Trade payables;-238.0;Bob;Watering Can
a_227;14/02/2023;Cost of merchandise, 19% input tax;609.0;Alice;Hedge Trimmer
a_227;14/02/2023;Deductible input tax, 19%;115.71;Alice;Hedge Trimmer
a_227;14/02/2023;Trade payables;-724.71;Alice;Hedge Trimmer
a_47;14/02/2023;Cost of merchandise, 19% input tax;121.8;Max;Hedge Trimmer
a_47;14/02/2023;Deductible input tax, 19%;23.14;Max;Hedge Trimmer
a_47;14/02/2023;Trade payables;-144.94;Max;Hedge Trimmer
a_474;14/02/2023;Cost of merchandise, 19% input tax;1168.2;Bob;Leaf Blower
a_474;14/02/2023;Deductible input tax, 19%;221.96;Bob;Leaf Blower
a_474;14/02/2023;Trade payables;-1390.16;Bob;Leaf Blower
a_909;14/02/2023;Trade payables;238.0;Alice;Watering Can
a_909;14/02/2023;Bank (Postbank) — main account;-238.0;Alice;Watering Can
a_944;14/02/2023;Trade payables;154.46;David;Leaf Blower
a_944;14/02/2023;Bank (Postbank) — main account;-154.46;David;Leaf Blower
a_974;14/02/2023;Trade payables;1390.16;Bob;Leaf Blower
a_974;14/02/2023;Bank (Postbank) — main account;-1390.16;Bob;Leaf Blower
b_584;14/02/2023;Trade payables;77.23;Bob;Leaf Blower
b_584;14/02/2023;Cash-in-hand;-77.23;Bob;Leaf Blower
c_163;14/02/2023;Trade receivables;127.44;David;Leaf Blower
c_163;14/02/2023;Revenue, 19% VAT;-107.09;David;Leaf Blower
c_163;14/02/2023;VAT payable, 19%;-20.35;David;Leaf Blower
c_359;14/02/2023;Bank (Postbank) — main account;366.78;Max;Lawn Mower
c_359;14/02/2023;Trade receivables;-366.78;Max;Lawn Mower
f_244;14/02/2023;Trade payables;2889.8;Bob;Lawn Mower
f_244;14/02/2023;Bank (Postbank) — main account;-2889.8;Bob;Lawn Mower
f_349;14/02/2023;Trade payables;77.23;Bob;Leaf Blower
f_349;14/02/2023;Bank (Postbank) — main account;-77.23;Bob;Leaf Blower
g_163;14/02/2023;Trade payables;1.48;Bob;Gardening Gloves
g_163;14/02/2023;Cash-in-hand;-1.48;Bob;Gardening Gloves
a_204;15/02/2023;Cost of merchandise, 19% input tax;200.0;Max;Garden Hose
a_204;15/02/2023;Deductible input tax, 19%;38.0;Max;Garden Hose
a_204;15/02/2023;Trade payables;-238.0;Max;Garden Hose
a_311;15/02/2023;Cost of merchandise, 19% input tax;1365.1;Max;Wheelbarrow
a_311;15/02/2023;Deductible input tax, 19%;259.37;Max;Wheelbarrow
a_311;15/02/2023;Trade payables;-1624.47;Max;Wheelbarrow
a_378;15/02/2023;Cost of merchandise, 19% input tax;1284.8;Bob;Wheelbarrow
a_378;15/02/2023;Deductible input tax, 19%;244.11;Bob;Wheelbarrow
a_378;15/02/2023;Trade payables;-1528.91;Bob;Wheelbarrow
a_384;15/02/2023;Cost of merchandise, 19% input tax;584.1;Max;Leaf Blower
a_384;15/02/2023;Deductible input tax, 19%;110.98;Max;Leaf Blower
a_384;15/02/2023;Trade payables;-695.08;Max;Leaf Blower
a_409;15/02/2023;Cost of merchandise, 19% input tax;200.0;Alice;Watering Can
a_409;15/02/2023;Deductible input tax, 19%;38.0;Alice;Watering Can
a_409;15/02/2023;Trade payables;-238.0;Alice;Watering Can
a_769;15/02/2023;Trade payables;321.78;Alice;Shovel
a_769;15/02/2023;Bank (Postbank) — main account;-321.78;Alice;Shovel
b_373;15/02/2023;Cost of merchandise, 19% input tax;20.0;Alice;Garden Hose
b_373;15/02/2023;Deductible input tax, 19%;3.8;Alice;Garden Hose
b_373;15/02/2023;Trade payables;-23.8;Alice;Garden Hose
b_492;15/02/2023;Trade payables;20.11;Bob;Shovel
b_492;15/02/2023;Cash-in-hand;-20.11;Bob;Shovel
b_757;15/02/2023;Trade payables;11.9;Max;Watering Can
b_757;15/02/2023;Cash-in-hand;-11.9;Max;Watering Can
c_11;15/02/2023;Trade receivables;19.64;Bob;Watering Can
c_11;15/02/2023;Revenue, 19% VAT;-16.5;Bob;Watering Can
c_11;15/02/2023;VAT payable, 19%;-3.14;Bob;Watering Can
c_126;15/02/2023;Trade receivables;19.64;David;Watering Can
c_126;15/02/2023;Revenue, 19% VAT;-16.5;David;Watering Can
c_126;15/02/2023;VAT payable, 19%;-3.14;David;Watering Can
c_445;15/02/2023;Bank (Postbank) — main account;35.46;Max;Garden Shears
c_445;15/02/2023;Trade receivables;-35.46;Max;Garden Shears
f_79;15/02/2023;Cost of merchandise, 19% input tax;325.08;Charlie;Garden Shears
f_79;15/02/2023;Deductible input tax, 19%;61.77;Charlie;Garden Shears
f_79;15/02/2023;Trade payables;-386.85;Charlie;Garden Shears
g_166;15/02/2023;Trade payables;214.2;Fred;Garden Hose
g_166;15/02/2023;Cash-in-hand;-214.2;Fred;Garden Hose
h_16;15/02/2023;Trade receivables;127.44;Fred;Leaf Blower
h_16;15/02/2023;Revenue, 19% VAT;-107.09;Fred;Leaf Blower
h_16;15/02/2023;VAT payable, 19%;-20.35;Fred;Leaf Blower
x_28;15/02/2023;Wages and salaries;631.5;Alice;Social security Max February
x_28;15/02/2023;Statutory social security expenses;613.5;Alice;Social security Max February
x_28;15/02/2023;Bank (Postbank) — main account;-1245.0;Alice;Social security Max February
x_31;15/02/2023;Wages and salaries;631.5;Alice;Social security Alice February
x_31;15/02/2023;Statutory social security expenses;613.5;Alice;Social security Alice February
x_31;15/02/2023;Bank (Postbank) — main account;-1245.0;Alice;Social security Alice February
x_34;15/02/2023;Wages and salaries;631.5;Alice;Social security Bob February
x_34;15/02/2023;Statutory social security expenses;613.5;Alice;Social security Bob February
x_34;15/02/2023;Bank (Postbank) — main account;-1245.0;Alice;Social security Bob February
x_37;15/02/2023;Wages and salaries;568.35;Alice;Social security Charlie February
x_37;15/02/2023;Statutory social security expenses;552.15;Alice;Social security Charlie February
x_37;15/02/2023;Bank (Postbank) — main account;-1120.5;Alice;Social security Charlie February
x_40;15/02/2023;Wages and salaries;568.35;Alice;Social security David February
x_40;15/02/2023;Statutory social security expenses;552.15;Alice;Social security David February
x_40;15/02/2023;Bank (Postbank) — main account;-1120.5;Alice;Social security David February
a_215;16/02/2023;Cost of merchandise, 19% input tax;130.0;Alice;Watering Can
a_215;16/02/2023;Deductible input tax, 19%;24.7;Alice;Watering Can
a_215;16/02/2023;Trade payables;-154.7;Alice;Watering Can
a_333;16/02/2023;Cost of merchandise, 19% input tax;713.9;Alice;Leaf Blower
a_333;16/02/2023;Deductible input tax, 19%;135.64;Alice;Leaf Blower
a_333;16/02/2023;Trade payables;-849.54;Alice;Leaf Blower
a_412;16/02/2023;Cost of merchandise, 19% input tax;129.8;David;Leaf Blower
a_412;16/02/2023;Deductible input tax, 19%;24.66;David;Leaf Blower
a_412;16/02/2023;Trade payables;-154.46;David;Leaf Blower
b_411;16/02/2023;Trade payables;72.47;Alice;Hedge Trimmer
b_411;16/02/2023;Cash-in-hand;-72.47;Alice;Hedge Trimmer
b_773;16/02/2023;Trade payables;23.8;Alice;Garden Hose
b_773;16/02/2023;Cash-in-hand;-23.8;Alice;Garden Hose
c_476;16/02/2023;Bank (Postbank) — main account;19.64;David;Watering Can
c_476;16/02/2023;Trade receivables;-19.64;David;Watering Can
f_103;16/02/2023;Cost of merchandise, 19% input tax;487.2;Charlie;Hedge Trimmer
f_103;16/02/2023;Deductible input tax, 19%;92.57;Charlie;Hedge Trimmer
f_103;16/02/2023;Trade payables;-579.77;Charlie;Hedge Trimmer
i_28;16/02/2023;Trade receivables;19.64;Charlie;Watering Can
i_28;16/02/2023;Revenue, 19% VAT;-16.5;Charlie;Watering Can
i_28;16/02/2023;VAT payable, 19%;-3.14;Charlie;Watering Can
a_201;17/02/2023;Cost of merchandise, 19% input tax;90.0;Bob;Watering Can
a_201;17/02/2023;Deductible input tax, 19%;17.1;Bob;Watering Can
a_201;17/02/2023;Trade payables;-107.1;Bob;Watering Can
a_264;17/02/2023;Cost of merchandise, 19% input tax;108.36;Alice;Garden Shears
a_264;17/02/2023;Deductible input tax, 19%;20.59;Alice;Garden Shears
a_264;17/02/2023;Trade payables;-128.95;Alice;Garden Shears
a_448;17/02/2023;Cost of merchandise, 19% input tax;48.18;Bob;Rake
a_448;17/02/2023;Deductible input tax, 19%;9.15;Bob;Rake
a_448;17/02/2023;Trade payables;-57.33;Bob;Rake
a_811;17/02/2023;Trade payables;1624.47;Max;Wheelbarrow
a_811;17/02/2023;Bank (Postbank) — main account;-1624.47;Max;Wheelbarrow
a_836;17/02/2023;Trade payables;190.4;David;Garden Hose
a_836;17/02/2023;Bank (Postbank) — main account;-190.4;David;Garden Hose
b_143;17/02/2023;Cost of merchandise, 19% input tax;10.0;David;Watering Can
b_143;17/02/2023;Deductible input tax, 19%;1.9;David;Watering Can
b_143;17/02/2023;Trade payables;-11.9;David;Watering Can
b_510;17/02/2023;Trade payables;222.29;Alice;Lawn Mower
b_510;17/02/2023;Cash-in-hand;-222.29;Alice;Lawn Mower
b_527;17/02/2023;Trade payables;222.29;Alice;Lawn Mower
b_527;17/02/2023;Cash-in-hand;-222.29;Alice;Lawn Mower
f_16;17/02/2023;Cost of merchandise, 19% input tax;3736.0;Max;Lawn Mower
f_16;17/02/2023;Deductible input tax, 19%;709.84;Max;Lawn Mower
f_16;17/02/2023;Trade payables;-4445.84;Max;Lawn Mower
g_191;17/02/2023;Trade payables;429.83;Fred;Garden Shears
g_191;17/02/2023;Cash-in-hand;-429.83;Fred;Garden Shears
h_116;17/02/2023;Bank (Postbank) — main account;127.44;Fred;Leaf Blower
h_116;17/02/2023;Trade receivables;-127.44;Fred;Leaf Blower
h_120;17/02/2023;Bank (Postbank) — main account;9.76;Fred;Gardening Gloves
h_120;17/02/2023;Trade receivables;-9.76;Fred;Gardening Gloves
i_13;17/02/2023;Trade receivables;2.44;Fred;Gardening Gloves
